v	1-F	EW0	WLobs	WLvald	ID	Trans	cp	M
 4185.05	 0.377	 259	2389.46	2389.45	CO  	CO5-3R32         	Q4 	A
 4184.87	 0.050	  12	2389.56	2389.56	CO  	CO3-1R105        	Q4 	B
 4184.57	 0.029	   6	2389.73	       	U   	                 	X  	F
 4184.40	 0.154	  41	2389.83	2389.91	FeI 	                 	X  	B
 4184.22	 0.241	 163	2389.93	2389.94	CO  	CO5-3R67         	X  	A
 4183.75	 0.263	  20	2390.20	2390.20	CO  	13CO3-1R23       	X  	B
 4183.73	 0.330	  66	2390.21	2390.22	SiI 	                 	X  	B
 4183.71	 0.353	 260	2390.23	2390.23	CO  	CO5-3R31         	X  	A
 4183.47	 0.030	   9	2390.36	       	U   	                 	T  	F
 4183.26	 0.317	 231	2390.48	2390.48	CO  	CO3-1P6          	T  	A
 4183.17	 0.149	  57	2390.53	2390.53	CO  	CO4-2R91         	T  	B
 4182.78	 0.223	 145	2390.76	2390.76	CO  	CO5-3R68         	S  	A
 4182.29	 0.330	 293	2391.04	2391.04	CO  	CO5-3R30         	X  	A
 4182.08	 0.300	 192	2391.15	2391.16	CO  	CO4-2R7          	X  	A
 4181.85	 0.146	  46	2391.29	2391.30	FeI 	                 	X  	B
 4180.78	 0.356	 254	2391.90	2391.90	CO  	CO5-3R29         	X  	A
 4180.36	 0.111	  13	2392.14	2392.14	CO  	CO3-1R106        	X  	B
 4180.29	 0.366	 238	2392.18	2392.18	CO  	CO2-0P18         	X  	A
 4179.80	 0.084	  44	2392.46	2392.46	CO  	CO4-2R92         	T  	A
 4179.66	 0.229	 141	2392.54	2392.54	CO  	CO5-3R70         	T  	A
 4179.62	 0.218	  13	2392.56	2392.57	CO  	13CO3-1R21       	T  	B
 4179.20	 0.353	 240	2392.80	2392.80	CO  	CO5-3R28         	X  	A
 4179.04	 0.333	 235	2392.90	2392.90	CO  	CO3-1P7          	X  	A
 4178.87	 0.316	 228	2392.99	2392.99	CO  	CO4-2R6          	X  	A
 4178.69	 0.161	 102	2393.10	2393.10	FeI 	                 	X  	B
 4177.99	 0.203	 131	2393.49	2393.50	CO  	CO5-3R71         	X  	A
 4177.81	 0.016	   6	2393.60	       	U   	                 	X  	F
 4177.55	 0.369	 301	2393.75	2393.75	CO  	CO5-3R27         	D  	B
 4177.44	 0.130	  16	2393.81	2393.81	CO  	13CO3-1R20       	D  	B
 4176.90	 0.014	   8	2394.12	2394.12	CN  	CN2-4P_{1}46.5   	X  	B
 4176.23	 0.148	  80	2394.50	2394.51	CO  	CO5-3R72         	X  	A
 4175.83	 0.367	 285	2394.73	2394.74	CO  	CO5-3R26         	X  	A
 4175.70	 0.187	  13	2394.81	2394.78	CO  	CO3-1R107        	X  	B
 4175.58	 0.293	 226	2394.88	2394.88	CO  	CO4-2R5          	X  	A
 4175.21	 0.439	 255	2395.09	2395.09	CO  	CO2-0P19         	D  	A
 4175.19	 0.381	  20	2395.10	2395.10	CO  	13CO3-1R19       	D  	B
 4174.74	 0.341	 241	2395.36	2395.36	CO  	CO3-1P8          	S  	A
 4174.51	 0.158	  63	2395.49	       	U   	                 	D  	F
 4174.40	 0.250	 157	2395.56	2395.56	CO  	CO5-3R73         	D  	A
 4174.03	 0.382	 289	2395.77	2395.77	CO  	CO5-3R25         	D  	A
 4173.65	 0.151	 106	2395.98	2396.00	SiI 	                 	S  	A
 4173.24	 0.044	  15	2396.22	       	U   	                 	X  	F
 4173.12	 0.031	   9	2396.29	2396.29	CN  	CN1-3P_{1}57.5   	D  	B
 4173.03	 0.056	  25	2396.34	       	U   	                 	D  	F
 4172.89	 0.127	  29	2396.42	2396.42	CO  	13CO3-1R18       	T  	A
 4172.84	 0.177	  89	2396.45	2396.46	CO  	CO4-2R94         	T  	B
 4172.80	 0.098	  14	2396.47	2396.48	FeI 	                 	T  	B
 4170.62	 0.046	  10	2397.73	2397.71	CN  	CN2-4Q_{2}57.5   	Q8 	B
 4170.50	 0.219	  11	2397.79	2397.79	CO  	13CO3-1R17       	Q8 	B
 4170.46	 0.289	 106	2397.82	2397.82	CO  	CO5-3R75         	Q8 	B
 4170.43	 0.312	   7	2397.83	2397.84	CN  	CN2-4P_{2}47.5   	Q8 	B
 4170.39	 0.377	 208	2397.86	2397.87	CO  	CO3-1P9          	Q8 	A
 4170.20	 0.381	 239	2397.97	2397.96	CO  	CO5-3R23         	Q8 	A
 4170.06	 0.383	 218	2398.05	2398.05	CO  	CO2-0P20         	Q8 	A
 4169.92	 0.107	  52	2398.13	       	U   	                 	Q8 	F
 4169.20	 0.071	  43	2398.54	2398.54	CO  	CO4-2R95         	S  	A
 4168.81	 0.272	 180	2398.77	2398.77	CO  	CO4-2R3          	S  	A
 4168.39	 0.190	 152	2399.01	2399.01	CO  	CO5-3R76         	T  	A
 4168.21	 0.345	 361	2399.11	2399.12	CO  	CO5-3R22         	T  	A
 4168.07	 0.132	  17	2399.19	2399.19	CO  	13CO3-1R16       	T  	B
 4166.61	 0.085	  78	2400.03	2400.04	SiI 	                 	S  	A
 4166.29	 0.053	   6	2400.22	2400.22	CO  	CO3-1R109        	Q4 	B
 4166.22	 0.174	  72	2400.26	2400.26	CO  	CO5-3R77         	Q4 	B
 4166.10	 0.286	 180	2400.33	2400.33	CO  	CO5-3R21         	Q4 	A
 4165.92	 0.205	 161	2400.43	2400.42	CO  	CO3-1P10         	Q4 	A
 4165.76	 0.072	  32	2400.53	2400.57	SiI 	                 	X  	B
 4165.57	 0.185	  20	2400.63	2400.64	CO  	13CO3-1R15       	T  	A
 4165.50	 0.109	  59	2400.67	2400.67	CO  	CO4-2R96         	T  	B
 4165.32	 0.229	 236	2400.78	2400.78	CO  	CO4-2R2          	T  	A
 4165.08	 0.011	   5	2400.91	       	U   	                 	S  	F
 4164.85	 0.344	 258	2401.05	2401.05	CO  	CO2-0P21         	S  	A
 4163.97	 0.303	  53	2401.55	2401.55	CO  	CO5-3R78         	D  	B
 4163.93	 0.399	 264	2401.58	2401.58	CO  	CO5-3R20         	D  	A
 4162.17	 0.009	   3	2402.59	2402.61	CN  	CN2-4Q_{1}57.5   	X  	F
 4161.75	 0.270	  70	2402.83	2402.84	CO  	CO4-2R1          	Q4 	A
 4161.71	 0.391	  22	2402.86	2402.86	CO  	CO4-2R97         	Q4 	B
 4161.68	 0.394	 190	2402.87	2402.87	CO  	CO5-3R19         	Q4 	A
 4161.66	 0.351	  69	2402.89	2402.89	CO  	CO5-3R79         	Q4 	B
 4161.45	 0.342	 229	2403.01	2403.01	CO  	CO3-1P11         	D  	A
 4161.41	 0.284	   7	2403.03	2403.03	CO  	CO3-1R110        	D  	B
 4160.55	 0.007	   3	2403.53	2403.53	NaI 	                 	X  	B
 4160.32	 0.130	  45	2403.66	2403.66	CO  	13CO3-1R13       	Q9 	B
 4160.27	 0.162	  45	2403.69	2403.69	CO  	13CO4-2R51       	Q9 	B
 4160.23	 0.135	  48	2403.71	2403.71	CO  	13CO4-2R50       	Q9 	B
 4160.20	 0.122	  45	2403.73	2403.72	CO  	13CO4-2R52       	Q9 	B
 4160.14	 0.174	  51	2403.77	2403.77	CO  	13CO4-2R49       	Q9 	B
 4160.11	 0.184	  43	2403.78	2403.78	CO  	13CO4-2R53       	Q9 	B
 4159.97	 0.126	  54	2403.86	2403.87	CO  	13CO4-2R48       	Q9 	B
 4159.95	 0.111	   7	2403.87	2403.87	CN  	CN2-4P_{1}47.5   	Q9 	B
 4159.93	 0.075	  54	2403.89	2403.89	CO  	13CO4-2R54       	Q9 	B
 4159.70	 0.080	  21	2404.02	2404.02	CO  	13CO4-2R47       	X  	B
 4159.67	 0.091	  14	2404.04	2404.04	CO  	13CO4-2R55       	X  	B
 4159.58	 0.303	 213	2404.09	2404.10	CO  	CO2-0P22         	X  	B
 4158.54	 0.088	  47	2404.69	2404.69	CO  	13CO4-2R44       	D  	B
 4158.47	 0.054	  27	2404.73	2404.75	CO  	13CO4-2R58       	D  	B
 4158.12	 0.143	  31	2404.93	2404.94	CO  	CO4-2R0          	Q5 	B
 4158.10	 0.125	  46	2404.94	2404.96	NaI 	                 	Q5 	B
 4158.08	 0.105	   7	2404.96	2404.96	NaI 	                 	Q5 	B
 4158.01	 0.089	   9	2405.00	2405.00	CO  	13CO4-2R43       	Q5 	B
 4157.89	 0.069	   5	2405.06	2405.07	CO  	13CO4-2R59       	Q5 	B
 4157.82	 0.022	   4	2405.10	2405.10	CO  	CO4-2R98         	X  	B
 4157.62	 0.067	  37	2405.22	2405.23	CO  	13CO3-1R12       	S  	B
 4157.41	 0.093	  80	2405.34	2405.35	CO  	13CO4-2R42       	D  	B
 4157.27	 0.096	  42	2405.42	2405.43	CO  	13CO4-2R60       	D  	B
 4156.99	 0.374	 281	2405.58	2405.59	CO  	CO5-3R17         	Q6 	B
 4156.92	 0.434	  94	2405.62	2405.65	MnI 	                 	Q6 	B
 4156.90	 0.464	 267	2405.64	2405.66	CO  	CO3-1P12         	Q6 	B
 4156.76	 0.222	  94	2405.72	2405.72	CO  	CO5-3R81         	Q6 	B
 4156.72	 0.149	  15	2405.75	2405.74	CO  	13CO4-2R41       	Q6 	B
 4156.58	 0.050	   7	2405.83	2405.83	CO  	13CO4-2R61       	Q6 	B
 4155.98	 0.123	  68	2406.17	2406.18	CO  	13CO4-2R40       	S  	A
 4155.79	 0.045	  24	2406.28	2406.28	CO  	13CO4-2R62       	S  	A
 4155.61	 0.014	   5	2406.39	2406.39	CO  	13CO2-0P3        	S  	E
 4155.15	 0.085	  45	2406.65	2406.65	CO  	13CO4-2R39       	D  	A
 4154.98	 0.027	  19	2406.75	2406.77	CO  	13CO4-2R63       	D  	B
 4154.85	 0.034	  10	2406.83	2406.84	CO  	13CO3-1R11       	X  	A
 4154.27	 0.196	  27	2407.16	2407.17	CO  	13CO4-2R38       	X  	B
 4154.20	 0.376	 196	2407.20	2407.20	CO  	CO2-0P23         	X  	A
 4154.18	 0.316	  80	2407.22	2407.21	CO  	CO5-3R82         	X  	B
 4154.04	 0.020	  10	2407.30	2407.30	CO  	13CO4-2R64       	X  	A
 4153.88	 0.023	   8	2407.39	2407.39	CO  	CO4-2R99         	X  	B
 4152.58	 0.016	   7	2408.14	2408.14	ScI 	                 	S  	A
 4152.28	 0.260	  17	2408.31	2408.32	CO  	13CO4-2R36       	Q5 	B
 4152.24	 0.404	 285	2408.34	2408.34	CO  	CO3-1P13         	Q5 	B
 4152.01	 0.390	 285	2408.47	2408.47	CO  	CO5-3R15         	Q5 	B
 4151.98	 0.361	  10	2408.49	2408.49	CO  	13CO3-1R10       	Q5 	B
 4151.96	 0.275	   6	2408.50	2408.50	CO  	13CO4-2R66       	Q5 	B
 4151.73	 0.030	  22	2408.63	       	U   	                 	X  	F
 4151.73	 0.030	  17	2408.65	2408.64	CO  	13CO2-0P4        	X  	E
 4151.52	 0.152	  93	2408.75	2408.75	CO  	CO5-3R83         	T  	A
 4151.41	 0.032	   7	2408.82	2408.82	CO  	CO3-1R112        	T  	B
 4151.32	 0.023	  12	2408.87	2408.88	FeI 	                 	T  	B
 4151.18	 0.126	  71	2408.96	2408.96	CO  	13CO4-2R35       	T  	A
 4151.11	 0.115	   7	2409.00	2409.00	SiI 	                 	T  	B
 4151.06	 0.170	 102	2409.02	2409.03	FeI 	                 	T  	B
 4150.79	 0.060	  34	2409.18	2409.16	CO  	13CO4-2R67       	X  	A
 4150.65	 0.132	 108	2409.26	2409.27	CO  	CO4-2P1          	S  	A
 4150.44	 0.024	   8	2409.38	       	U   	                 	S  	F
 4150.00	 0.092	  58	2409.64	2409.64	CO  	13CO4-2R34       	X  	A
 4149.06	 0.058	  25	2410.19	2410.18	CO  	13CO3-1R9        	X  	B
 4148.80	 0.397	 214	2410.33	2410.34	CO  	CO2-0P24         	T  	A
 4148.76	 0.307	  64	2410.36	2410.34	CO  	CO5-3R84         	T  	B
 4148.73	 0.190	  14	2410.37	2410.36	CO  	13CO4-2R33       	T  	B
 4148.55	 0.014	   9	2410.48	       	U   	                 	X  	F
 4148.30	 0.041	  27	2410.63	2410.62	CO  	13CO4-2R69       	D  	A
 4148.20	 0.033	  20	2410.68	       	U   	                 	D  	F
 4147.77	 0.031	  12	2410.94	2410.92	CO  	13CO2-0P5        	X  	E
 4147.51	 0.399	 322	2411.08	2411.08	CO  	CO3-1P14         	D  	A
 4147.44	 0.190	  20	2411.12	2411.12	CO  	13CO4-2R32       	D  	B
 4147.28	 0.021	   9	2411.22	       	U   	                 	D  	F
 4147.14	 0.025	  20	2411.30	       	U   	                 	D  	F
 4146.94	 0.037	  17	2411.42	2411.42	CO  	13CO4-2R70       	Q4 	A
 4146.84	 0.145	  12	2411.47	2411.48	SiI 	                 	Q4 	B
 4146.77	 0.336	 102	2411.51	2411.51	CO  	CO4-2P2          	Q4 	B
 4146.75	 0.380	 221	2411.53	2411.54	CO  	CO5-3R13         	Q4 	B
 4145.97	 0.104	  58	2411.98	2411.98	CO  	CO5-3R85         	X  	B
 4145.69	 0.033	  15	2412.14	2412.14	CO  	CO4-2R101        	X  	B
 4145.67	 0.022	   2	2412.16	2412.16	CO  	C18O4-2R37       	X  	B
 4145.49	 0.039	   9	2412.26	2412.26	CO  	13CO4-2R71       	D  	A
 4145.46	 0.053	  23	2412.28	2412.30	FeI 	                 	D  	B
 4144.79	 0.020	  10	2412.67	2412.65	CN  	CN3-5P_{2}35.5   	X  	F
 4144.63	 0.103	  66	2412.76	2412.77	CO  	13CO4-2R30       	X  	A
 4143.99	 0.345	 213	2413.13	2413.14	CO  	CO5-3R12         	X  	A
 4143.34	 0.319	  18	2413.51	2413.51	FeI 	                 	X  	B
 4143.32	 0.371	 213	2413.52	2413.53	CO  	CO2-0P25         	X  	A
 4143.11	 0.111	  16	2413.64	2413.65	CO  	13CO4-2R29       	X  	B
 4143.07	 0.161	  68	2413.67	2413.67	CO  	CO5-3R86         	X  	B
 4143.04	 0.124	   7	2413.68	2413.69	CO  	13CO3-1R7        	X  	B
 4142.86	 0.190	  86	2413.79	2413.78	CO  	CO4-2P3          	X  	B
 4142.75	 0.209	  94	2413.86	2413.86	CO  	CO3-1P15         	X  	A
 4142.72	 0.177	   2	2413.87	2413.88	CN  	CN2-4P_{1}48.5   	X  	B
 4142.26	 0.336	 100	2414.14	2414.14	CO  	CO6-4R49         	X  	B
 4142.24	 0.377	 100	2414.15	2414.16	CO  	CO6-4R48         	X  	B
 4142.22	 0.385	 100	2414.17	2414.17	CO  	CO6-4R50         	X  	B
 4142.12	 0.336	 100	2414.22	2414.22	CO  	CO6-4R47         	X  	B
 4141.73	 0.108	  56	2414.45	2414.47	CO  	CO6-4R45         	X  	B
 4141.59	 0.228	 149	2414.53	2414.54	CO  	CO6-4R53         	X  	B
 4141.50	 0.102	  19	2414.58	2414.58	CO  	13CO4-2R28       	X  	B
 4141.48	 0.055	  22	2414.60	2414.59	CO  	CO4-2R102        	X  	B
 4141.36	 0.282	 166	2414.66	2414.67	CO  	CO6-4R44         	T  	B
 4141.20	 0.344	  75	2414.76	2414.75	CO  	CO6-4R54         	T  	B
 4141.18	 0.361	 214	2414.77	2414.78	CO  	CO5-3R11         	T  	B
 4140.95	 0.299	 186	2414.90	2414.91	CO  	CO6-4R43         	X  	B
 4140.79	 0.259	 158	2415.00	2415.01	CO  	CO6-4R55         	X  	B
 4140.72	 0.098	   2	2415.04	2415.04	CO  	13CO4-2R74       	X  	B
 4140.47	 0.306	 191	2415.19	2415.19	CO  	CO6-4R42         	X  	B
 4140.26	 0.267	 144	2415.31	2415.31	CO  	CO6-4R56         	X  	B
 4140.08	 0.045	  15	2415.41	2415.41	CO  	CO5-3R87         	X  	B
 4139.92	 0.270	   5	2415.51	2415.51	CO  	13CO3-1R6        	X  	B
 4139.89	 0.322	 190	2415.52	2415.52	CO  	CO6-4R41         	X  	B
 4139.85	 0.180	  13	2415.55	2415.55	CO  	13CO4-2R27       	X  	B
 4139.73	 0.045	   2	2415.62	2415.62	CO  	13CO2-0P7        	X  	B
 4139.66	 0.196	 104	2415.66	2415.66	CO  	CO6-4R57         	X  	B
 4138.26	 0.333	 123	2416.47	2416.47	CO  	CO5-3R10         	X  	B
 4138.24	 0.290	  99	2416.49	2416.49	CO  	CO6-4R59         	X  	B
 4138.12	 0.048	   9	2416.56	2416.56	CO  	13CO4-2R26       	X  	B
 4137.91	 0.353	 227	2416.68	2416.68	CO  	CO3-1P16         	X  	A
 4137.78	 0.406	 177	2416.76	2416.76	CO  	CO2-0P26         	X  	B
 4137.75	 0.398	 177	2416.77	2416.77	CO  	CO6-4R38         	X  	B
 4137.39	 0.260	 141	2416.98	2416.98	CO  	CO6-4R60         	X  	A
 4137.16	 0.015	   3	2417.12	2417.10	CO  	CO4-2R103        	X  	B
 4137.00	 0.096	  44	2417.21	2417.21	CO  	CO5-3R88         	Q5 	B
 4136.97	 0.106	   2	2417.23	2417.22	CO  	C18O4-2R30       	Q5 	B
 4136.88	 0.315	 192	2417.28	2417.28	CO  	CO6-4R37         	Q5 	A
 4136.72	 0.137	   4	2417.37	2417.37	CO  	13CO3-1R5        	Q5 	B
 4136.70	 0.143	  75	2417.39	       	U   	                 	Q5 	F
 4136.49	 0.242	 137	2417.51	2417.51	CO  	CO6-4R61         	X  	A
 4136.33	 0.097	  56	2417.60	2417.61	CO  	13CO4-2R25       	X  	A
 4136.21	 0.117	  48	2417.67	       	U   	                 	X  	F
 4135.94	 0.331	 263	2417.83	2417.83	CO  	CO6-4R36         	X  	A
 4135.50	 0.224	 129	2418.09	2418.09	CO  	CO6-4R62         	X  	A
 4135.32	 0.299	 171	2418.19	2418.20	CO  	CO5-3R9          	X  	A
 4135.30	 0.288	   7	2418.21	2418.21	CN  	CN2-4P_{2}49.5   	X  	B
 4134.93	 0.254	 150	2418.42	2418.42	CO  	CO6-4R35         	X  	B
 4134.84	 0.146	  49	2418.48	2418.48	CO  	CO4-2P5          	X  	B
 4132.68	 0.323	 267	2419.74	2419.74	CO  	CO6-4R33         	X  	A
 4132.56	 0.100	   5	2419.81	2419.81	CN  	CN1-3P_{1}59.5   	X  	B
 4132.54	 0.109	  16	2419.82	2419.83	CO  	13CO4-2R23       	X  	A
 4132.29	 0.311	 225	2419.97	2419.97	CO  	CO5-3R8          	T  	B
 4132.15	 0.389	 251	2420.05	2420.05	CO  	CO2-0P27         	T  	A
 4132.06	 0.272	 159	2420.10	2420.11	CO  	CO6-4R65         	T  	B
 4131.78	 0.051	  19	2420.26	       	U   	                 	D  	F
 4131.71	 0.017	   5	2420.30	2420.30	FeI 	                 	D  	B
 4131.51	 0.123	  13	2420.42	2420.42	MnI 	                 	T  	B
 4131.41	 0.351	 268	2420.48	2420.47	CO  	CO6-4R32         	T  	A
 4131.39	 0.288	   5	2420.49	2420.49	CO  	13CO2-0P9        	T  	B
 4130.75	 0.271	 137	2420.87	2420.88	CO  	CO6-4R66         	Q4 	B
 4130.73	 0.338	 186	2420.88	2420.89	CO  	CO4-2P6          	Q4 	A
 4130.63	 0.170	  45	2420.94	2420.94	CO  	CO5-3R90         	Q4 	B
 4130.52	 0.127	  14	2421.00	2421.00	CO  	13CO4-2R22       	Q4 	A
 4130.18	 0.125	   3	2421.20	2421.21	CO  	13CO3-1R3        	X  	B
 4130.11	 0.351	 241	2421.25	2421.25	CO  	CO6-4R31         	S  	A
 4129.49	 0.010	   4	2421.61	       	U   	                 	X  	F
 4129.33	 0.228	 154	2421.70	2421.70	CO  	CO6-4R67         	D  	A
 4129.17	 0.315	 222	2421.80	2421.79	CO  	CO5-3R7          	D  	A
 4128.73	 0.240	 133	2422.05	2422.06	CO  	CO6-4R30         	X  	A
 4128.45	 0.070	  34	2422.21	2422.22	CO  	13CO4-2R21       	X  	A
 4128.02	 0.388	 291	2422.47	2422.47	CO  	CO3-1P18         	D  	A
 4127.86	 0.225	 162	2422.56	2422.56	CO  	CO6-4R68         	D  	A
 4127.31	 0.201	  47	2422.89	2422.89	CO  	CO5-3R91         	T  	B
 4127.26	 0.348	 262	2422.91	2422.92	CO  	CO6-4R29         	T  	A
 4127.12	 0.073	   5	2422.99	2422.99	CO  	13CO2-0P10       	T  	B
 4126.80	 0.029	  11	2423.18	2423.19	CO  	13CO3-1R2        	X  	E
 4126.69	 0.047	  28	2423.25	       	U   	                 	X  	F
 4126.51	 0.428	 197	2423.36	2423.35	CO  	CO4-2P7          	Q4 	B
 4126.48	 0.439	 226	2423.37	2423.38	CO  	CO2-0P28         	Q4 	A
 4126.32	 0.239	 121	2423.47	2423.47	CO  	CO6-4R69         	Q4 	B
 4126.30	 0.231	  13	2423.48	2423.47	CO  	13CO4-2R20       	Q4 	B
 4126.00	 0.282	 200	2423.65	2423.66	CO  	CO5-3R6          	S  	A
 4125.70	 0.319	 206	2423.83	2423.83	CO  	CO6-4R28         	X  	A
 4124.69	 0.186	 121	2424.42	2424.43	CO  	CO6-4R70         	X  	A
 4124.42	 0.060	  39	2424.58	2424.58	SiI 	                 	D  	B
 4124.12	 0.263	  13	2424.76	2424.77	CO  	13CO4-2R19       	Q4 	B
 4124.10	 0.329	 247	2424.77	2424.78	CO  	CO6-4R27         	Q4 	A
 4123.89	 0.076	  40	2424.89	2424.89	CO  	CO5-3R92         	Q4 	A
 4123.78	 0.022	  12	2424.96	2424.96	CO  	CO4-2R106        	Q4 	B
 4122.98	 0.387	 233	2425.43	2425.43	CO  	CO3-1P19         	Q4 	A
 4122.95	 0.371	 104	2425.45	2425.44	CO  	CO6-4R71         	Q4 	B
 4122.82	 0.136	   5	2425.53	2425.53	CO  	13CO2-0P11       	Q4 	B
 4122.75	 0.296	 124	2425.57	2425.57	CO  	CO5-3R5          	Q4 	A
 4122.40	 0.334	 245	2425.77	2425.77	CO  	CO6-4R26         	D  	A
 4122.27	 0.327	 216	2425.85	2425.85	CO  	CO4-2P8          	D  	A
 4121.83	 0.064	  28	2426.11	2426.11	CO  	13CO4-2R18       	X  	A
 4121.17	 0.079	  28	2426.50	2426.49	CO  	CO6-4R72         	X  	A
 4120.73	 0.380	 232	2426.75	2426.76	CO  	CO2-0P29         	X  	A
 4120.64	 0.376	 236	2426.81	2426.81	CO  	CO6-4R25         	X  	B
 4120.41	 0.069	  49	2426.94	2426.94	CO  	CO5-3R93         	X  	B
 4120.16	 0.156	 118	2427.09	2427.09	FeI 	                 	S  	B
 4119.84	 0.018	  10	2427.28	       	U   	                 	D  	F
 4119.70	 0.038	  20	2427.36	       	U   	                 	D  	F
 4119.47	 0.228	  17	2427.49	2427.49	CO  	13CO4-2R17       	Q5 	B
 4119.43	 0.295	 219	2427.52	2427.52	CO  	CO5-3R4          	Q5 	A
 4119.34	 0.173	   4	2427.58	2427.58	CO  	CO3-1R118        	Q5 	B
 4119.31	 0.185	 144	2427.59	2427.59	CO  	CO6-4R73         	Q5 	A
 4119.13	 0.040	  13	2427.70	2427.70	CO  	CO4-2R107        	Q5 	B
 4118.90	 0.135	  27	2427.83	       	U   	                 	D  	F
 4118.79	 0.331	 258	2427.90	2427.89	CO  	CO6-4R24         	D  	A
 4118.60	 0.011	   3	2428.01	       	U   	                 	X  	F
 4118.42	 0.045	  24	2428.12	2428.11	CO  	13CO2-0P12       	S  	A
 4117.92	 0.417	 216	2428.41	2428.41	CO  	CO4-2P9          	D  	B
 4117.87	 0.444	 253	2428.44	2428.44	CO  	CO3-1P20         	D  	B
 4117.60	 0.017	   8	2428.60	       	U   	                 	S  	F
 4117.35	 0.172	 113	2428.75	2428.75	CO  	CO6-4R74         	Q4 	A
 4117.32	 0.152	   5	2428.76	2428.77	CN  	CN2-4P_{2}50.5   	Q4 	B
 4117.19	 0.162	 140	2428.84	2428.84	TiI 	                 	Q4 	B
 4117.16	 0.155	  20	2428.86	2428.91	CO  	13CO4-2R16       	Q4 	A
 4116.89	 0.328	 211	2429.02	2429.02	CO  	CO6-4R23         	D  	A
 4116.84	 0.223	  30	2429.05	2429.05	CO  	CO5-3R94         	D  	B
 4116.57	 0.023	  11	2429.21	       	U   	                 	X  	F
 4116.04	 0.216	  15	2429.52	2429.52	CO  	CO5-3R3          	X  	A
 4115.31	 0.149	  91	2429.95	2429.95	CO  	CO6-4R75         	X  	A
 4114.92	 0.420	 162	2430.18	2430.18	CO  	CO2-0P30         	X  	B
 4114.90	 0.416	 162	2430.19	2430.19	CO  	CO6-4R22         	X  	B
 4114.58	 0.081	  37	2430.38	2430.38	CO  	13CO4-2R15       	D  	A
 4114.40	 0.018	  31	2430.49	2430.49	CO  	CO4-2R108        	D  	B
 4113.98	 0.047	  30	2430.73	2430.74	CO  	13CO2-0P13       	S  	A
 4113.53	 0.337	 247	2431.00	2431.00	CO  	CO4-2P10         	D  	A
 4113.37	 0.046	  30	2431.10	2431.10	SiI 	                 	D  	B
 4113.21	 0.181	 114	2431.19	2431.20	CO  	CO6-4R76         	D  	A
 4113.18	 0.182	  25	2431.21	2431.21	CO  	CO5-3R95         	D  	B
 4112.84	 0.343	 236	2431.41	2431.41	CO  	CO6-4R21         	Q4 	A
 4112.68	 0.409	 335	2431.50	2431.50	CO  	CO3-1P21         	Q4 	A
 4112.61	 0.297	  10	2431.54	2431.55	FeI 	                 	Q4 	B
 4112.59	 0.270	 102	2431.56	2431.56	CO  	CO5-3R2          	Q4 	A
 4112.04	 0.097	  69	2431.88	2431.88	CO  	13CO4-2R14       	T  	A
 4111.88	 0.048	  35	2431.98	2431.97	SiI 	                 	T  	B
 4111.84	 0.033	   7	2432.00	2432.00	CN  	CN1-3P_{1}60.5   	T  	B
 4111.61	 0.017	  13	2432.14	       	U   	                 	S  	F
 4110.99	 0.175	 138	2432.50	2432.50	CO  	CO6-4R77         	T  	A
 4110.79	 0.126	  20	2432.62	2432.62	NiI 	                 	T  	B
 4110.72	 0.346	 268	2432.67	2432.67	CO  	CO6-4R20         	T  	A
 4110.28	 0.041	  37	2432.92	       	U   	                 	S  	F
 4109.94	 0.053	  35	2433.12	2433.13	HF  	HF1-0R3          	S  	E
 4109.07	 0.398	 172	2433.64	2433.64	CO  	CO4-2P11         	T  	B
 4109.05	 0.441	  61	2433.65	2433.65	CO  	CO5-3R1          	T  	B
 4109.03	 0.419	 175	2433.67	2433.66	CO  	CO2-0P31         	T  	A
 4108.71	 0.171	 128	2433.85	2433.85	CO  	CO6-4R78         	T  	A
 4108.53	 0.320	 172	2433.96	2433.97	CO  	CO6-4R19         	T  	A
 4108.48	 0.384	 200	2433.99	2434.01	FeI 	                 	T  	B
 4108.25	 0.155	  46	2434.13	2434.13	CO  	13CO5-3R50       	Q8 	B
 4108.23	 0.168	  46	2434.14	2434.13	CO  	13CO5-3R51       	Q8 	B
 4108.18	 0.165	  49	2434.17	2434.17	CO  	13CO5-3R49       	Q8 	B
 4108.16	 0.146	  46	2434.18	2434.17	CO  	13CO5-3R52       	Q8 	B
 4108.02	 0.132	  53	2434.26	2434.25	CO  	13CO5-3R48       	Q8 	B
 4108.00	 0.116	  43	2434.27	2434.26	CO  	13CO5-3R53       	Q8 	B
 4107.82	 0.135	  53	2434.38	2434.38	CO  	13CO5-3R47       	Q8 	B
 4107.80	 0.124	  43	2434.40	2434.39	CO  	13CO5-3R54       	Q8 	B
 4107.54	 0.123	  13	2434.54	2434.55	CO  	13CO5-3R46       	Q5 	B
 4107.52	 0.172	   9	2434.56	2434.56	CO  	13CO5-3R55       	Q5 	B
 4107.48	 0.305	   3	2434.59	2434.59	SiI 	                 	Q5 	B
 4107.43	 0.404	 327	2434.61	2434.61	CO  	CO3-1P22         	Q5 	A
 4107.36	 0.163	   7	2434.65	2434.65	CN  	CN2-4P_{1}50.5   	Q5 	B
 4103.87	 0.316	 173	2436.72	2436.72	CO  	CO6-4R17         	X  	A
 4103.53	 0.078	  38	2436.93	2436.93	CO  	13CO5-3R39       	Q4 	A
